distro,package,version,modified_date
v3.7,py-django-treebeard,4.1.2-r0,2017-11-01
v3.7,py-oauth2client,4.1.2-r1,2017-11-01
v3.7,libwebp,0.6.0-r1,2017-10-31
v3.7,qemu-mips64el,2.10.1-r3,2018-02-27
v3.7,opensmtpd,6.0.2p1-r7,2017-11-09
v3.7,fltk-doc,1.3.4-r0,2017-11-07
v3.7,dconf-dev,0.26.0-r1,2017-11-01
v3.7,newt,0.52.20-r0,2017-10-31
v3.7,spice-webdavd,2.2-r0,2017-11-01
v3.7,dmenu-doc,4.7-r0,2017-11-01
v3.7,libmaxminddb-dev,1.3.1-r0,2017-11-28
v3.7,liblastfm-dev,1.0.9-r1,2017-11-07
v3.7,liblogging-dev,1.0.6-r0,2017-11-01
v3.7,perl-sub-info,0.002-r0,2017-10-31
v3.7,perl-log-any,1.049-r0,2017-10-31
v3.7,audit,2.7.7-r1,2017-11-01
v3.7,py-six,1.11.0-r0,2017-10-31
v3.7,duply-doc,2.0.3-r0,2017-11-13
v3.7,xf86-video-ast-doc,1.1.5-r1,2017-11-07
v3.7,xcmsdb,1.0.5-r0,2017-11-01
v3.7,xf86bigfontproto-dev,1.2.0-r5,2017-10-31
v3.7,perl-dbd-sqlite-doc,1.54-r1,2017-10-31
v3.7,nasm,2.13.01-r0,2017-10-31
v3.7,perl-exporter-tiny-doc,1.000000-r0,2017-10-31
v3.7,usbutils-doc,009-r0,2017-11-28
v3.7,lvm2-openrc,2.02.175-r0,2017-10-31
v3.7,polkit-gnome-lang,0.105-r0,2017-11-07
v3.7,poppler-doc,0.56.0-r1,2019-09-24
v3.7,py-munkres,1.0.12-r0,2017-10-31
v3.7,lua5.2-sircbot,0.4-r1,2017-11-01
v3.7,gtk-engines-crux,2.21.0-r2,2017-11-07
v3.7,altermime,0.3.11-r0,2017-10-31
v3.7,poppler-glib,0.56.0-r1,2019-09-24
v3.7,presentproto,1.1-r1,2017-10-31
v3.7,perl-net-snmp-doc,6.0.1-r2,2017-10-31
v3.7,espeak,1.48.04-r1,2017-10-31
v3.7,xfce4-notifyd-lang,0.3.6-r0,2017-11-07
v3.7,xfdesktop-lang,4.12.4-r0,2017-11-07
v3.7,nagios-plugins-by_ssh,2.2.1-r3,2017-11-10
v3.7,libcap-dev,2.25-r1,2017-10-31
v3.7,htop-doc,2.0.2-r0,2017-11-01
v3.7,lua-posix,33.4.0-r0,2017-10-31
v3.7,vim,8.0.1359-r2,2019-06-22
v3.7,perl-test-fatal,0.014-r1,2017-10-31
v3.7,libxtst-dev,1.2.3-r1,2017-10-31
v3.7,freetds-doc,1.00.44-r0,2017-10-31
v3.7,exiv2-dev,0.25-r0,2017-10-31
v3.7,setpriv,2.31.1-r0,2018-11-06
v3.7,sipp,3.3-r9,2017-11-09
v3.7,libgphoto2-dev,2.5.14-r0,2017-10-31
v3.7,jasper,2.0.14-r0,2017-10-31
v3.7,shared-mime-info,1.9-r0,2017-10-31
v3.7,qemu-system-tricore,2.10.1-r3,2018-02-27
v3.7,libid3tag-dev,0.15.1b-r6,2017-10-31
v3.7,tarsnap,1.0.39-r2,2017-11-09
v3.7,gvfs-gphoto2,1.34.1-r1,2019-07-22
v3.7,openldap-clients,2.4.48-r0,2019-08-27
v3.7,bitlbee,3.5.1-r1,2017-11-09
v3.7,flake8,3.4.1-r0,2017-11-01
v3.7,perl-class-accessor-chained,0.01-r0,2017-10-31
v3.7,perl-file-next,1.16-r0,2017-11-01
v3.7,xmodmap-doc,1.0.9-r2,2017-10-31
v3.7,lua-rrd,1.5.6-r3,2017-12-03
v3.7,snownews-doc,1.5.12-r6,2017-11-09
v3.7,pgtcl-doc,2.1.0-r0,2017-10-31
v3.7,py3-yaml,3.12-r1,2017-10-31
v3.7,lua5.2-sec,0.6-r3,2017-11-09
v3.7,mariadb-test,10.1.41-r0,2019-08-07
v3.7,libnetfilter_acct-dev,1.0.3-r0,2017-10-31
v3.7,indent-lang,2.2.11-r1,2017-11-01
v3.7,kamailio-websocket,5.0.7-r0,2018-07-30
v3.7,tcl-doc,8.6.7-r0,2017-10-31
v3.7,gst-plugins-bad-lang,1.12.3-r2,2017-11-30
v3.7,py-gnutls,3.1.1-r0,2017-10-31
v3.7,rsync-zsh-completion,5.4.2-r1,2018-03-31
v3.7,kamailio-debugger,5.0.7-r0,2018-07-30
v3.7,minizip-dev,1.2.11-r0,2017-11-01
v3.7,tzdata,2019c-r0,2019-10-17
v3.7,sed-doc,4.4-r1,2017-10-31
v3.7,abiword-plugin-pdb,3.0.2-r1,2017-11-07
v3.7,tlsdate,0.0.13-r5,2017-11-09
v3.7,sshfs-doc,2.10-r2,2017-10-31
v3.7,uwsgi-router_memcached,2.0.17-r0,2018-03-27
v3.7,py2-cairo,1.10.0-r0,2017-10-31
v3.7,zsh,5.4.2-r1,2018-03-31
v3.7,iwlwifi-1000-ucode-doc,39.31.5.1-r0,2017-10-31
v3.7,mc-doc,4.8.20-r0,2017-11-28
v3.7,perl-datetime-locale,1.17-r0,2017-11-16
v3.7,libgcab-doc,0.7-r1,2017-11-07
v3.7,krb5-doc,1.15.4-r0,2019-01-26
v3.7,conky-doc,1.10.6-r0,2017-11-30
v3.7,xfconf-doc,4.12.1-r2,2017-11-07
v3.7,xf86-input-evdev-doc,2.10.5-r0,2017-11-07
v3.7,py2-zope-interface,4.3.2-r1,2017-11-01
v3.7,zeromq-doc,4.2.5-r1,2019-07-23
v3.7,py-werkzeug,0.11.15-r2,2017-11-01
v3.7,libxft-dev,2.3.2-r2,2017-10-31
v3.7,libseccomp-dev,2.3.2-r1,2018-02-28
v3.7,collectd-sensors,5.7.2-r0,2017-11-07
v3.7,gmime,2.6.20-r0,2017-11-13
v3.7,perl-file-slurp-tiny-doc,0.004-r0,2017-11-01
v3.7,libxkbfile,1.0.9-r2,2017-10-31
v3.7,lua5.2-file-magic,0.2-r0,2017-10-31
v3.7,lua5.2-json4,1.0.0-r2,2017-10-31
v3.7,ncurses-doc,6.0_p20171125-r1,2018-08-21
v3.7,pcsc-lite-doc,1.8.22-r0,2017-10-31
v3.7,libavc1394-doc,0.5.4-r1,2017-10-31
v3.7,libssh-dev,0.7.6-r0,2018-10-24
v3.7,libvirt-client,5.5.0-r0,2019-07-03
v3.7,syslinux-dev,6.04_pre1-r1,2017-10-31
v3.7,llvm5,5.0.0-r0,2017-11-14
v3.7,libvirt-qemu,5.5.0-r0,2019-07-03
v3.7,xf86-input-mouse,1.9.2-r0,2017-11-07
v3.7,chrony,3.2-r2,2018-02-15
v3.7,perl-cgi,4.36-r0,2017-10-31
v3.7,libtheora,1.1.1-r13,2017-11-07
v3.7,perl-cache-simple-timedexpiry-doc,0.27-r1,2017-11-13
v3.7,perl-lwp-useragent-determined-doc,1.07-r0,2017-11-01
v3.7,perl-test-requiresinternet,0.05-r0,2017-10-31
v3.7,mesa-dri-vmwgfx,17.2.4-r1,2017-11-15
v3.7,sysstat-doc,11.6.0-r0,2017-11-01
v3.7,mupdf-x11,1.13.0-r0,2018-08-08
v3.7,tslib-doc,1.14-r0,2017-11-13
v3.7,uwsgi-curl_cron,2.0.17-r0,2018-03-27
v3.7,perl-lwp-useragent-determined,1.07-r0,2017-11-01
v3.7,gparted-doc,0.30.0-r0,2017-11-07
v3.7,py2-tz,2017.3-r0,2017-11-15
v3.7,libunique3,3.0.2-r0,2017-11-07
v3.7,nagios-plugins-dns,2.2.1-r3,2017-11-10
v3.7,libx11-doc,1.6.6-r0,2018-10-08
v3.7,perl-test-warnings,0.026-r0,2017-10-31
v3.7,perl-list-moreutils-doc,0.419-r1,2017-10-31
v3.7,libisoburn-dev,1.4.8-r0,2017-10-31
v3.7,clucene-dev,2.3.3.4-r5,2017-11-01
v3.7,aspell-compat,0.60.6.1-r13,2019-10-31
v3.7,xbacklight-doc,1.2.1-r0,2017-11-01
v3.7,micro-tetris,1.2.1-r0,2017-11-01
v3.7,xbanish,1.5-r0,2017-10-31
v3.7,libxkbui-dev,1.0.2-r8,2017-10-31
v3.7,rsyslog-doc,8.31.0-r1,2019-10-22
v3.7,popt,1.16-r7,2017-10-31
v3.7,sylpheed-lang,3.6.0-r1,2017-11-13
v3.7,glibmm,2.50.1-r0,2017-10-31
v3.7,perl-cgi-fast,2.13-r0,2017-11-28
v3.7,perl-module-util,1.09-r0,2017-10-31
v3.7,perl-socket6,0.28-r0,2017-11-01
v3.7,lua-asn1,2.1.0-r1,2017-12-28
v3.7,nagios-plugins-mrtgtraf,2.2.1-r3,2017-11-10
v3.7,lua5.1-penlight,1.5.4-r0,2017-10-31
v3.7,gdb-doc,8.0.1-r3,2017-10-31
v3.7,lua5.3-augeas,0.1.2-r3,2017-10-31
v3.7,py3-sphinx,1.6.5-r0,2017-10-31
v3.7,bzr-zsh-completion,5.4.2-r1,2018-03-31
v3.7,file,5.32-r2,2019-10-29
v3.7,perl-importer-doc,0.024-r0,2017-10-31
v3.7,ttf-droid-nonlatin,20121017-r0,2017-11-01
v3.7,perl-http-cookies-doc,6.04-r0,2017-11-28
v3.7,xfontsel-doc,1.0.5-r1,2017-10-31
v3.7,xf86miscproto,0.9.3-r4,2017-10-31
v3.7,sems-mailbox,1.6.0-r6,2017-11-09
v3.7,btrfs-progs-dev,4.13.2-r0,2017-10-31
v3.7,nginx-mod-http-cache-purge,1.12.2-r4,2018-11-21
v3.7,lvm2-doc,2.02.175-r0,2017-10-31
v3.7,irssi-dev,1.0.8-r0,2019-07-04
v3.7,fuse-dev,2.9.8-r0,2018-07-30
v3.7,perl-file-sharedir-install,0.11-r0,2017-11-28
v3.7,heimdal,7.4.0-r4,2019-07-11
v3.7,libsm,1.2.2-r1,2017-10-31
v3.7,mariadb-dev,10.1.41-r0,2019-08-07
v3.7,py-olefile,0.43-r2,2017-10-31
v3.7,xf86-video-r128,6.10.2-r0,2017-11-07
v3.7,compiler-rt,5.0.0-r0,2017-11-14
v3.7,perl-netaddr-ip-doc,4.079-r1,2017-10-31
v3.7,llvm5-dev,5.0.0-r0,2017-11-14
v3.7,acf-db-lib,0.2.1-r2,2017-11-07
v3.7,nagios-plugins-ntp,2.2.1-r3,2017-11-10
v3.7,collectd-bind,5.7.2-r0,2017-11-07
v3.7,snownews-lang,1.5.12-r6,2017-11-09
v3.7,lame-doc,3.100-r0,2017-11-07
v3.7,perl-class-mix-doc,0.005-r0,2017-10-31
v3.7,nss-pam-ldapd-doc,0.9.8-r0,2017-10-31
v3.7,libquvi,0.9.4-r3,2017-11-01
v3.7,aspell-de,20030222-r1,2017-10-31
v3.7,motif-dev,2.3.4-r2,2017-11-01
v3.7,zmap,2.1.1-r1,2017-11-10
v3.7,xf86-input-synaptics,1.9.0-r1,2017-11-07
v3.7,freeswitch-sounds-ru-RU-elena-32000,1.0.12-r1,2017-11-01
v3.7,cups-client,2.2.12-r0,2019-08-19
v3.7,lz4-tests,1.8.0-r1,2017-10-31
v3.7,nagios-plugins-overcr,2.2.1-r3,2017-11-10
v3.7,perl-module-build,0.4224-r0,2017-10-31
v3.7,lua-xctrl-doc,2015.04.10-r2,2017-10-31
v3.7,mupdf-doc,1.13.0-r0,2018-08-08
v3.7,ldoc,1.4.6-r0,2017-10-31
v3.7,libdc1394,2.2.5-r1,2017-10-31
v3.7,mysql,10.1.41-r0,2019-08-07
v3.7,f2fs-tools-doc,1.6.1-r0,2017-10-31
v3.7,gdbm-doc,1.13-r1,2017-10-31
v3.7,perl-datetime-locale-doc,1.17-r0,2017-11-16
v3.7,xen-doc,4.9.4-r1,2019-05-17
v3.7,dtc,1.4.4-r0,2017-10-31
v3.7,opus-dev,1.2.1-r1,2017-10-31
v3.7,debootstrap-doc,1.0.92-r0,2017-11-13
v3.7,tiff,4.0.10-r2,2019-11-03
v3.7,libmatroska-dev,1.4.8-r0,2017-10-31
v3.7,collectd-ping,5.7.2-r0,2017-11-07
v3.7,qemu-m68k,2.10.1-r3,2018-02-27
v3.7,flex,2.6.4-r1,2017-10-31
v3.7,libvorbis,1.3.6-r2,2019-02-08
v3.7,qemu-system-xtensa,2.10.1-r3,2018-02-27
v3.7,py2-wtforms,2.1-r0,2017-10-31
v3.7,perl-extutils-pkgconfig,1.16-r1,2017-11-01
v3.7,acf-openssh,0.11.2-r0,2017-11-07
v3.7,gtkspell,2.0.16-r6,2017-11-07
v3.7,apcupsd-doc,3.14.14-r0,2017-11-01
v3.7,postfix,3.2.4-r1,2017-11-10
v3.7,sipcalc,1.1.6-r0,2017-11-01
v3.7,sysfsutils-dev,2.1.0-r8,2017-10-31
v3.7,lua5.3-alt-getopt,0.7-r8,2017-10-31
v3.7,atop,2.3.0-r1,2017-10-31
v3.7,usbutils,009-r0,2017-11-28
v3.7,apache-mod-auth-radius,1.5.8-r3,2017-10-31
v3.7,aconf,0.6.5-r0,2017-11-07
v3.7,cegui06-dev,0.6.2b-r14,2017-11-07
v3.7,xf86-video-dummy,0.3.8-r0,2017-11-07
v3.7,slim-doc,1.3.6-r8,2017-11-07
v3.7,py-pillow,4.3.0-r0,2017-10-31
v3.7,perl-test-simple-doc,1.302118-r0,2017-11-30
v3.7,py-flask-wtf,0.14.2-r0,2017-10-31
v3.7,font-misc-ethiopic,1.0.3-r0,2017-10-31
v3.7,py2-flask-wtf,0.14.2-r0,2017-10-31
v3.7,librrd,1.5.6-r3,2017-12-03
v3.7,py-boto,2.47.0-r0,2017-10-31
v3.7,ttf-droid,20121017-r0,2017-11-01
v3.7,compat-pvgrub,1-r0,2017-10-31
v3.7,consolekit2,1.2.0-r2,2017-11-07
v3.7,xinit,1.3.4-r1,2017-10-31
v3.7,libxshmfence-dev,1.2-r2,2017-10-31
v3.7,abiword-plugin-iscii,3.0.2-r1,2017-11-07
v3.7,qemu-mipsn32el,2.10.1-r3,2018-02-27
v3.7,wpa_supplicant,2.6-r11,2019-09-17
v3.7,run-parts,4.8.2-r0,2017-10-31
v3.7,lua5.2-mosquitto,0.2-r1,2017-11-01
v3.7,font-misc-meltho,1.0.3-r0,2017-11-01
v3.7,perl-devel-globaldestruction,0.14-r0,2017-10-31
v3.7,perl-sys-hostname-long,1.5-r0,2017-10-31
v3.7,lua5.2-lub,1.1.0-r1,2017-10-31
v3.7,checkbashisms,2.0.0.2-r5,2017-11-01
v3.7,dropbear-ssh,2018.76-r2,2018-09-20
v3.7,libdvdnav,5.0.3-r0,2017-10-31
v3.7,py-farstream0.1,0.1.2-r2,2017-11-17
v3.7,lua-lzlib,0.4.3-r0,2017-11-01
v3.7,libnetfilter_queue-dev,1.0.2-r0,2017-10-31
v3.7,perl-data-uuid,1.221-r1,2017-10-31
v3.7,procps-doc,3.3.12-r3,2017-11-01
v3.7,apache2-doc,2.4.41-r0,2019-08-20
v3.7,xwininfo,1.1.3-r0,2017-10-31
v3.7,tk-dev,8.6.6-r1,2017-10-31
v3.7,gnome-doc-utils,0.20.10-r2,2017-11-02
v3.7,py-cparser,2.18-r0,2017-10-31
v3.7,libidl-dev,0.8.14-r2,2017-11-17
v3.7,lcms-dev,1.19-r6,2017-10-31
v3.7,daq,2.0.6-r2,2017-11-16
v3.7,mg,20171014-r0,2017-11-01
v3.7,py-django,1.11.23-r0,2019-08-06
v3.7,py3-backports_abc,0.4-r3,2017-11-01
v3.7,sshguard-doc,2.0.0-r1,2017-10-31
v3.7,iptables-dev,1.6.1-r1,2017-10-31
v3.7,acf-asterisk,0.7.0-r2,2017-11-07
v3.7,execline,2.3.0.3-r0,2017-10-31
v3.7,perl-class-load,0.23-r0,2017-11-01
v3.7,perl-class-load,0.24-r0,2017-11-01
v3.7,libotr3-dev,3.2.1-r4,2017-10-31
v3.7,libmikmod-doc,3.3.11.1-r0,2017-10-31
v3.7,monkeysphere-doc,0.41-r0,2017-11-13
v3.7,cyrus-sasl-gssapi,2.1.26-r11,2017-11-09
v3.7,v86d,0.1.10-r1,2017-11-01
v3.7,nasm-doc,2.13.01-r0,2017-10-31
v3.7,perl-regexp-common,2016010801-r0,2017-10-31
v3.7,acf-tcpproxy,0.6.0-r2,2017-11-07
v3.7,freeglut-doc,3.0.0-r0,2017-11-07
v3.7,mpfr-dev,3.1.5-r1,2017-10-31
v3.7,gnupg1-doc,1.4.23-r0,2018-08-16
v3.7,samba-dc-libs,4.7.6-r3,2019-04-17
v3.7,lua5.3-stdlib,41.2.0-r0,2017-11-01
v3.7,perl-io-socket-ssl-doc,2.048-r1,2017-10-31
v3.7,lua5.2-iconv,7-r1,2017-11-01
v3.7,kmod,24-r0,2017-10-31
v3.7,binutils-gold,2.30-r2,2019-08-14
v3.7,cifs-utils,6.7-r1,2017-10-31
v3.7,nano,2.9.1-r0,2017-11-30
v3.7,libpthread-stubs,0.3-r4,2017-10-31
v3.7,udev-init-scripts,32-r1,2017-10-31
v3.7,perl-io-compress,2.074-r0,2017-10-31
v3.7,v4l-utils-libs,1.12.5-r1,2017-11-07
v3.7,pound-doc,2.7-r4,2017-11-09
v3.7,xhost-doc,1.0.7-r1,2017-10-31
v3.7,libarchive-doc,3.3.3-r1,2019-11-02
v3.7,freeswitch,1.6.19-r0,2017-11-13
v3.7,libtheora-examples,1.1.1-r13,2017-11-07
v3.7,ghi-doc,1.2.0-r1,2017-11-01
v3.7,libasr-dev,1.0.2-r6,2017-11-09
v3.7,pcre2-doc,10.30-r0,2017-10-31
v3.7,perl-module-versions-report,1.06-r0,2017-11-01
v3.7,lighttpd-doc,1.4.48-r0,2017-11-29
v3.7,perl-set-intspan,1.19-r0,2017-10-31
v3.7,gphoto2-doc,2.5.14-r0,2017-11-01
v3.7,devicemaster-linux,7.15-r0,2017-10-31
v3.7,lutok-doc,0.4-r1,2017-10-31
v3.7,xscreensaver-doc,5.36-r0,2017-11-07
v3.7,varnish-libs,5.2.1-r0,2017-11-21
v3.7,libfdt,1.4.4-r0,2017-10-31
v3.7,xf86-video-i128-doc,1.3.6-r8,2017-11-07
v3.7,clang-dev,5.0.0-r0,2017-11-14
v3.7,gvfs-avahi,1.34.1-r1,2019-07-22
v3.7,libcanberra-doc,0.30-r1,2017-11-07
v3.7,spl-doc,0.7.1-r0,2017-11-01
v3.7,libwebp-tools,0.6.0-r1,2017-10-31
v3.7,compositeproto,0.4.2-r4,2017-10-31
v3.7,libasyncns-doc,0.8-r0,2017-11-01
v3.7,lua-inspect,3.1.0-r1,2017-11-01
v3.7,testdisk-doc,7.0-r4,2017-11-01
v3.7,lzo-dev,2.10-r2,2017-10-31
v3.7,perl-io-html-doc,1.001-r1,2017-10-31
v3.7,py-django-widget-tweaks,1.4.1-r0,2017-10-31
v3.7,subunit-libs,1.2.0-r0,2017-10-31
v3.7,perl-async-mergepoint,0.04-r0,2017-11-01
v3.7,xorg-cf-files-doc,1.0.6-r0,2017-10-31
v3.7,py2-pylast,1.9.0-r0,2017-11-01
v3.7,nginx-vim,1.12.2-r4,2018-11-21
v3.7,dmidecode-doc,3.1-r0,2017-10-31
v3.7,sfcapd,1.6.15-r1,2019-11-20
v3.7,pkgconf,1.3.10-r0,2017-10-31
v3.7,xfce4,4.12.0-r1,2017-11-17
v3.7,pidgin-lang,2.12.0-r2,2017-11-07
v3.7,perl-socket-getaddrinfo-doc,0.20-r2,2017-10-31
v3.7,tar-doc,1.32-r0,2019-02-25
v3.7,mini_httpd-doc,1.27-r1,2017-11-09
v3.7,libnice-dev,0.1.14-r2,2017-11-17
v3.7,flac-doc,1.3.2-r0,2017-10-31
v3.7,man,1.14.3-r0,2017-10-31
v3.7,smartmontools-doc,6.6-r0,2017-11-13
v3.7,py-paramiko,2.4.2-r0,2019-02-28
v3.7,xfce4-clipman-plugin-lang,1.4.2-r0,2017-11-07
v3.7,libotr-doc,4.1.1-r1,2017-10-31
v3.7,squid-lang-hu,3.5.27-r1,2019-07-11
v3.7,xfdesktop-doc,4.12.4-r0,2017-11-07
v3.7,util-linux,2.31.1-r0,2018-11-06
v3.7,py-hiredis,0.1.4-r1,2017-11-01
v3.7,audit-static,2.7.7-r1,2017-11-01
v3.7,expat-dev,2.2.8-r0,2019-09-20
v3.7,libpri-dev,1.6.0-r0,2017-10-31
v3.7,perl-crypt-openssl-random,0.11-r4,2017-11-09
v3.7,aspell-fr,0.50_p3-r1,2017-11-01
v3.7,dropbear-convert,2018.76-r2,2018-09-20
v3.7,gzip,1.8-r0,2017-10-31
v3.7,perl-switch-doc,2.17-r0,2017-10-31
v3.7,libnjb,2.2.7-r4,2017-10-31
v3.7,gnome-vfs-dev,2.24.4-r6,2017-11-17
v3.7,aspell-libs,0.60.6.1-r13,2019-10-31
v3.7,perl-css-minifier-xs-doc,0.09-r3,2017-10-31
v3.7,libgcj,6.4.0-r5,2017-10-31
v3.7,py-oauth2,1.9.0-r0,2017-11-01
v3.7,perl-data-guid-doc,0.049-r0,2017-10-31
v3.7,samba-common,4.7.6-r3,2019-04-17
v3.7,lvm2,2.02.175-r0,2017-10-31
v3.7,perl-net-cidr-doc,0.17-r0,2017-10-31
v3.7,cadaver,0.23.3-r3,2017-11-10
v3.7,boost-python3,1.62.0-r5,2017-10-31
v3.7,dpkg,1.18.24-r0,2017-11-01
v3.7,rrdcollect,0.2.10-r1,2017-11-01
v3.7,openipmi-dev,2.0.22-r1,2017-11-09
v3.7,nginx-mod-http-redis2,1.12.2-r4,2018-11-21
v3.7,wget-doc,1.20.3-r0,2019-04-08
v3.7,py2-openssl,17.5.0-r0,2019-01-26
v3.7,btrfs-progs,4.13.2-r0,2017-10-31
v3.7,acpica,20170303-r0,2017-11-07
v3.7,libtorrent-dev,0.13.6-r3,2017-11-09
v3.7,collectd-lvm,5.7.2-r0,2017-11-07
v3.7,audacious,3.9-r0,2017-11-07
v3.7,fcgiwrap-doc,1.1.0-r2,2017-11-17
v3.7,udisks2-dev,2.6.5-r0,2017-11-07
v3.7,perl-mail-imapclient,3.39-r0,2017-11-01
v3.7,nfs-utils-doc,2.1.1-r4,2017-11-01
v3.7,libcmph,2.0-r1,2017-10-31
v3.7,mksh,56b-r0,2017-11-01
v3.7,uwsgi-redislog,2.0.17-r0,2018-03-27
v3.7,perl-devel-stacktrace-ashtml-doc,0.15-r0,2017-11-13
v3.7,supervisor,3.3.3-r1,2017-11-01
v3.7,libmilter-doc,1.0.2-r5,2017-10-31
v3.7,py3-libxml2,2.9.8-r1,2018-10-24
v3.7,perl-test-exception,0.43-r0,2017-10-31
v3.7,znc-dev,1.7.1-r1,2019-08-15
v3.7,api-sanity-checker,1.98.7-r0,2017-11-07
v3.7,py-crypto,2.6.1-r2,2017-10-31
v3.7,xdriinfo-doc,1.0.5-r0,2017-11-07
v3.7,e2fsprogs-dev,1.43.7-r1,2019-10-17
v3.7,man-pages,4.14-r0,2017-11-30
v3.7,lua5.3-lyaml,6.1.3-r1,2017-10-31
v3.7,acf-unbound,0.1.0-r2,2017-11-13
v3.7,rlog,1.4-r4,2017-10-31
v3.7,libcdio-tools,0.94-r0,2017-10-31
v3.7,sg3_utils-dev,1.42-r0,2017-10-31
v3.7,samba-common-libs,4.7.6-r3,2019-04-17
v3.7,python3-doc,3.6.9-r1,2019-10-17
v3.7,s6-networking,2.3.0.2-r1,2017-11-09
v3.7,perl-net-async-http,0.40-r0,2017-10-31
v3.7,nagios-plugins,2.2.1-r3,2017-11-10
v3.7,appstream-glib,0.6.3-r0,2017-11-07
v3.7,font-arabic-misc,1.0.3-r0,2017-11-01
v3.7,autoconf,2.69-r0,2017-10-31
v3.7,perl-specio,0.36-r0,2017-10-31
v3.7,rtapd-dbg,1.7-r6,2017-11-01
v3.7,sfic,0.1.7-r6,2017-11-01
v3.7,abiword-plugins,3.0.2-r1,2017-11-07
v3.7,aspell-dev,0.60.6.1-r13,2019-10-31
v3.7,libdvdread-doc,5.0.3-r1,2017-10-31
v3.7,opennhrp,0.14.1-r6,2017-11-01
v3.7,kbproto-doc,1.0.7-r2,2017-10-31
v3.7,libbonobo-lang,2.32.1-r6,2017-11-17
v3.7,libquvi-scripts-dev,0.9.20131130-r0,2017-11-01
v3.7,perl-class-inspector,1.28-r1,2017-11-13
v3.7,asterisk-srtp,15.6.2-r0,2019-09-17
v3.7,busybox-initscripts,3.1-r3,2019-02-08
v3.7,xprop-doc,1.2.1-r1,2017-11-01
v3.7,perl-io,1.25-r4,2017-10-31
v3.7,ucarp,1.5.2-r7,2017-11-01
v3.7,perl-pod-coverage,0.23-r0,2017-10-31
v3.7,perl-test-refcount-doc,0.08-r0,2017-10-31
v3.7,polkit-dev,0.105-r10,2019-09-03
v3.7,lua5.2-apk,2.10.1-r0,2018-09-10
v3.7,libsecret-lang,0.18.5-r0,2017-10-31
v3.7,jwm-doc,2.3.7-r0,2017-11-07
v3.7,libxklavier-dev,5.4-r2,2017-10-31
v3.7,freeradius-sqlite,3.0.15-r5,2019-08-20
v3.7,mpc1-dev,1.0.3-r1,2017-10-31
v3.7,thunar-lang,1.6.12-r0,2017-11-07
v3.7,x265,2.5-r0,2017-10-31
v3.7,sic,1.2-r0,2017-10-31
v3.7,qemu-doc,2.10.1-r3,2018-02-27
v3.7,graphicsmagick-zsh-completion,5.4.2-r1,2018-03-31
v3.7,randrproto,1.5.0-r2,2017-10-31
v3.7,lua5.1-crypto,0.3.2-r5,2017-11-09
v3.7,py-gst0.10,0.10.22-r0,2017-11-07
v3.7,ddate,0.2.2-r0,2017-11-01
v3.7,tcpflow-doc,1.5.0-r1,2019-07-08
v3.7,collectd-snmp,5.7.2-r0,2017-11-07
v3.7,arpon-doc,3.0-r0,2017-11-01
v3.7,sipsak-doc,0.9.6-r9,2017-11-09
v3.7,xfce4-session,4.12.1-r2,2017-11-07
v3.7,nagios-plugins-real,2.2.1-r3,2017-11-10
v3.7,m4-doc,1.4.18-r0,2017-10-31
v3.7,weechat-perl,1.9.1-r1,2017-11-01
v3.7,bluez-libs,5.47-r3,2017-11-07
v3.7,tcpflow,1.5.0-r1,2019-07-08
v3.7,xfce4-whiskermenu-plugin-lang,1.7.3-r0,2017-11-07
v3.7,icu,59.1-r1,2017-10-31
v3.7,xcmiscproto,1.2.2-r2,2017-10-31
v3.7,spice-server,0.14.1-r2,2019-01-31
v3.7,libbonobo-dev,2.32.1-r6,2017-11-17
v3.7,libgphoto2,2.5.14-r0,2017-10-31
v3.7,dnscache,1.05-r47,2017-10-31
v3.7,xmlindent-doc,0.2.17-r0,2017-11-01
v3.7,groff-doc,1.22.3-r2,2017-10-31
v3.7,perl-yaml-tiny,1.70-r1,2017-11-10
v3.7,gstreamer-doc,1.12.3-r0,2017-10-31
v3.7,fsarchiver,0.8.2-r0,2017-10-31
v3.7,rhash-doc,1.3.5-r1,2017-10-31
v3.7,perl-text-reform-doc,1.20-r0,2017-10-31
v3.7,lua-evdev,2.2.1-r1,2017-10-31
v3.7,twm-doc,1.0.9-r2,2017-11-01
v3.7,samba-doc,4.7.6-r3,2019-04-17
v3.7,samba-client,4.7.6-r3,2019-04-17
v3.7,gnome-vfs,2.24.4-r6,2017-11-17
v3.7,libxfce4util-lang,4.12.1-r4,2017-10-31
v3.7,automake-doc,1.15.1-r0,2017-10-31
v3.7,nmap-nping,7.60-r3,2019-10-28
v3.7,py-parsing,2.2.0-r0,2017-10-31
v3.7,libaio,0.3.110-r1,2017-10-31
v3.7,orage,4.12.1-r1,2017-11-07
v3.7,xfce4-notifyd-doc,0.3.6-r0,2017-11-07
v3.7,perl-datetime-format-natural,1.05-r1,2017-11-22
v3.7,yajl,2.1.0-r0,2017-10-31
v3.7,perl-test-script-doc,1.23-r0,2017-11-13
v3.7,gdk-pixbuf-dev,2.36.10-r0,2017-10-31
v3.7,py-libproxy,0.4.15-r0,2017-10-31
v3.7,perl-gd,2.67-r0,2017-11-27
v3.7,perl-filesys-notify-simple,0.12-r0,2017-11-13
v3.7,pangomm-doc,2.40.1-r0,2017-10-31
