distro,package,version,modified_date
edge,py3-wheel,0.40.0-r0,2023-03-14
edge,lua5.1-subprocess,0.0.20141229-r4,2021-01-14
edge,lua5.3-sircbot,0.4-r4,2022-10-24
edge,asterisk-speex,18.15.1-r0,2023-03-16
edge,haserl-lua5.4,0.9.36-r3,2023-02-05
edge,acf-lib-lua5.1,0.11.0-r2,2021-02-06
edge,pahole-doc,1.24-r0,2022-11-25
edge,perl-test-mocktime-doc,0.17-r3,2022-12-31
edge,mosquitto-openrc,2.0.15-r1,2022-11-18
edge,mariadb-plugin-rocksdb,10.11.2-r4,2023-02-19
edge,py3-markupsafe,2.1.2-r0,2023-01-18
edge,perl-role-tiny,2.002004-r1,2021-05-12
edge,zsh-pcre,5.9-r0,2022-07-03
edge,lzo-doc,2.10-r3,2022-04-15
edge,openldap-openrc,2.6.4-r1,2023-04-04
edge,lua5.3-rex-posix,2.9.1-r2,2023-01-09
edge,mosh-server,1.4.0-r0,2022-10-31
edge,ucarp,1.5.2-r10,2022-10-24
edge,perl-importer-doc,0.026-r1,2020-09-21
edge,py3-sortedcontainers,2.4.0-r2,2022-11-22
edge,npth,1.6-r2,2022-10-24
edge,links,2.29-r0,2023-03-22
edge,perl-test-number-delta,1.06-r3,2022-12-31
edge,libtasn1-progs,4.19.0-r0,2022-08-24
edge,macifrename-openrc,0.1.2-r0,2022-04-13
edge,source-highlight-dev,3.1.9-r8,2022-12-21
edge,gnutls-doc,3.8.0-r1,2023-03-30
edge,avahi-ui,0.8-r4,2023-01-14
edge,tiny-cloud,2.2.2-r0,2023-03-25
edge,spice-protocol,0.14.4-r0,2022-09-20
edge,pciutils-doc,3.9.0-r1,2023-02-26
edge,ncftp-doc,3.2.6-r5,2022-10-24
edge,perl-specio,0.48-r0,2022-06-30
edge,icu-data-en,72.1-r2,2023-02-11
edge,kamailio-doc,5.6.3-r2,2023-02-10
edge,postgresql14-doc,14.7-r1,2023-03-12
edge,libcap2,2.68-r1,2023-04-10
edge,pango,1.50.14-r0,2023-03-02
edge,speexdsp-dev,1.2.1-r0,2022-06-19
edge,dnstop-doc,20140915-r5,2022-10-24
edge,perl-ipc-system-simple-doc,1.30-r2,2021-05-12
edge,rhash-doc,1.4.3-r1,2022-08-02
edge,attr,2.5.1-r3,2023-01-14
edge,nginx-mod-http-upload-progress,1.22.1-r0,2022-10-19
edge,git-dbg,2.40.0-r0,2023-03-13
edge,perl-test-without,0.10-r2,2020-09-21
edge,privoxy,3.0.34-r1,2023-02-07
edge,perl-net-libidn-doc,0.12-r11,2022-06-08
edge,perl-role-basic-doc,0.13-r3,2022-12-31
edge,ldns-tools,1.8.3-r1,2023-02-19
edge,grub-bios,2.06-r10,2023-03-24
edge,fail2ban,1.0.2-r1,2022-11-22
edge,py3-packaging,23.0-r1,2023-03-02
edge,libavif,0.11.1-r0,2022-10-24
edge,grub-efi,2.06-r10,2023-03-24
edge,perl-config-autoconf-doc,0.320-r1,2022-12-31
edge,protoc,3.21.12-r0,2022-12-15
edge,perl-convert-binhex,1.125-r4,2022-10-24
edge,freeswitch-sounds-fr-ca-june-8000,1.0.51-r2,2023-01-31
edge,apache2-doc,2.4.57-r0,2023-04-08
edge,snappy-doc,1.1.10-r0,2023-03-10
edge,freetds-static,1.3.18-r0,2023-04-02
edge,api-sanity-checker,1.98.7-r3,2023-01-14
edge,perl-list-utilsby,0.12-r1,2022-12-31
edge,orc,0.4.33-r0,2022-11-01
edge,perl-io-socket-inet6-doc,2.73-r1,2022-12-31
edge,perl-proc-wait3-doc,0.05-r8,2022-12-31
edge,botan-doc,2.19.3-r1,2022-12-21
edge,dovecot-lmtpd,2.3.20-r8,2023-03-13
edge,android-tools-zsh-completion,5.9-r0,2022-07-03
edge,openjade-dev,1.3.2-r7,2022-10-14
edge,fuse-common,3.14.1-r0,2023-03-26
edge,py3-gpep517,13-r0,2022-12-12
edge,mariadb-embedded,10.11.2-r4,2023-02-19
edge,oniguruma,6.9.8-r0,2022-05-01
edge,perl-xml-sax,1.02-r1,2020-09-21
edge,py3-yaml,6.0-r1,2022-11-22
edge,lua5.2-sql-odbc,2.6.0-r2,2022-11-11
edge,gsm-doc,1.0.22-r2,2023-02-04
edge,perl-class-tiny-doc,1.008-r2,2022-12-31
edge,libxcomposite-dev,0.4.6-r1,2023-02-26
edge,aaudit-server,0.7.2-r3,2022-08-06
edge,lxc,5.0.2-r0,2023-01-17
edge,patchutils,0.4.2-r1,2022-10-24
edge,perl-devel-overloadinfo,0.007-r0,2021-04-29
edge,ghostscript-dev,10.01.1-r0,2023-03-30
edge,acf-dnscache,0.6.0-r4,2021-02-06
edge,zfs-lts,6.1.23-r3,2023-04-07
edge,fprobe-ulog-doc,1.2-r6,2023-01-31
edge,postgresql14-openrc,14.7-r1,2023-03-12
edge,lame-doc,3.100-r3,2023-01-16
edge,libspf2-tools,1.2.11-r1,2023-01-12
edge,ncurses,6.4_p20230401-r2,2023-04-09
edge,gc-dbg,8.2.2-r1,2023-02-04
edge,perl-path-tiny-doc,0.144-r0,2022-12-02
edge,fmt-doc,9.1.0-r0,2023-02-17
edge,lua-mqtt-publish,0.4-r0,2022-10-21
edge,avahi-lang,0.8-r10,2023-04-08
edge,libdav1d,1.1.0-r0,2023-02-15
edge,apr-util-dbd_sqlite3,1.6.3-r0,2023-02-02
edge,sqlite,3.41.2-r1,2023-03-25
edge,lua5.1-ldbus,20150430-r3,2022-08-06
edge,libisofs,1.5.4-r2,2021-10-16
edge,linux-firmware-sb16,20230404-r0,2023-04-05
edge,libxi-doc,1.8-r0,2021-09-16
edge,libtheora-dev,1.1.1-r16,2020-12-28
edge,network-extras,2.0-r0,2022-11-17
edge,inotify-tools,3.22.6.0-r0,2022-10-12
edge,p11-kit-trust,0.24.1-r1,2022-10-12
edge,elfutils,0.189-r0,2023-03-05
edge,mpg123-libs,1.31.3-r0,2023-03-20
edge,py3-pexpect,4.8.0-r4,2022-11-22
edge,tar,1.34-r2,2023-02-21
edge,perl-html-rewriteattributes,0.05-r4,2022-12-31
edge,libwebp-dev,1.3.0-r0,2023-01-14
edge,libsm-dev,1.2.4-r0,2022-12-20
edge,py3-py,1.11.0-r1,2022-11-22
edge,amavisd-milter,1.7.1-r3,2022-10-24
edge,openldap-back-ldap,2.6.4-r1,2023-04-04
edge,libsrtp,2.5.0-r0,2023-02-02
edge,sngtc_client,1.3.11-r1,2021-10-16
edge,perl-class-accessor-chained,0.01-r3,2022-12-31
edge,font-misc-misc,1.1.3-r0,2023-02-28
edge,perl-net-snmp,6.0.1-r7,2022-12-31
edge,nagios-plugins-ircd,2.4.2-r0,2022-11-09
edge,clang16-libclang,16.0.1-r0,2023-04-05
edge,py3-pygments,2.15.0-r0,2023-04-11
edge,lua-pc,1.0.0-r11,2021-01-14
edge,perl-file-sharedir-doc,1.118-r0,2020-10-21
edge,perl-class-data-inheritable,0.09-r0,2021-08-29
edge,intltool,0.51.0-r6,2023-02-11
edge,asterisk-sounds-en,18.15.1-r0,2023-03-16
edge,flac-doc,1.4.2-r1,2023-01-31
edge,perl-ipc-run-doc,20220807.0-r1,2022-12-31
edge,uwsgi-router_expires,2.0.21-r1,2022-11-22
edge,libcom_err,1.47.0-r0,2023-02-07
edge,perl-class-tiny,1.008-r2,2022-12-31
edge,perl-netaddr-ip-doc,4.079-r7,2022-06-08
edge,tevent-dev,0.14.1-r0,2023-03-10
edge,postgresql14,14.7-r1,2023-03-12
edge,hwdata-pci,0.369-r0,2023-04-03
edge,perl-xml-sax-base-doc,1.09-r3,2021-07-26
edge,perl-sys-hostname-long,1.5-r4,2020-09-21
edge,p7zip,17.05-r1,2023-02-20
edge,bearssl,0.6-r3,2023-02-11
edge,acf-db,0.2.1-r4,2021-02-06
edge,lftp,4.9.2-r4,2022-08-02
edge,perl-business-hours-doc,0.13-r3,2022-12-31
edge,links-doc,2.29-r0,2023-03-22
edge,rsync,3.2.7-r1,2023-03-20
edge,libpq,15.2-r1,2023-03-12
edge,gnu-efi-dev,3.0.15-r2,2023-03-10
edge,liblockfile-dev,1.17-r2,2023-02-25
edge,charybdis-openrc,4.1.2-r5,2022-08-02
edge,linux-firmware-liquidio,20230404-r0,2023-04-05
edge,gdl,3.40.0-r1,2023-02-04
edge,findutils-locate-doc,4.9.0-r4,2023-02-26
edge,perl-http-cookies,6.10-r0,2021-01-10
edge,perl-scope-upper-doc,0.34-r0,2023-03-27
edge,lld-dev,16.0.1-r0,2023-04-05
edge,make,4.4.1-r0,2023-02-26
edge,openjpeg-dev,2.5.0-r2,2022-12-16
edge,perl-cache-simple-timedexpiry,0.27-r3,2020-09-21
edge,indent-doc,2.2.13-r0,2023-03-21
edge,cifs-utils-dev,7.0-r1,2023-01-20
edge,openldap-back-dnssrv,2.6.4-r1,2023-04-04
edge,pcsc-lite-spy-libs,1.9.9-r1,2023-03-13
edge,lua5.3-socket,3.1.0-r0,2022-10-05
edge,gstreamer-tools,1.22.1-r0,2023-03-04
edge,perl-params-classify-doc,0.015-r7,2022-12-31
edge,gummiboot-efistub,48.1-r2,2021-11-10
edge,perl-html-formattext-withlinks,0.15-r4,2020-09-21
edge,perl-math-round,0.07-r2,2020-09-21
edge,apr-util-dev,1.6.3-r0,2023-02-02
edge,mesa-dbg,23.0.2-r1,2023-04-09
edge,abuild-rootbld,3.10.0-r2,2023-04-11
edge,linux-firmware-cavium,20230404-r0,2023-04-05
edge,alpine-base,3.18_alpha20230329-r0,2023-03-29
edge,asterisk-srtp,18.15.1-r0,2023-03-16
edge,espeak-dev,1.48.04-r4,2023-01-24
edge,xtables-addons-doc,3.23-r0,2023-01-13
edge,acf-opennhrp,0.10.0-r4,2021-02-06
edge,ruby-prime-doc,0.1.2-r0,2022-04-04
edge,fsarchiver,0.8.7-r0,2023-03-27
edge,esh,0.3.2-r0,2022-04-09
edge,perl-net-ssleay,1.92-r3,2023-04-10
edge,libunwind,1.6.2-r2,2022-12-16
edge,libsndfile-dev,1.2.0-r1,2023-02-26
edge,glib,2.76.1-r0,2023-03-22
edge,wireless-regdb-doc,2023.02.13-r0,2023-02-14
edge,bind-dnssec-tools,9.18.13-r0,2023-03-16
edge,nmap-nselibs,7.93-r0,2022-09-02
edge,libxxf86vm-doc,1.1.5-r1,2023-02-26
edge,git-subtree-doc,2.40.0-r0,2023-03-13
edge,perl-module-versions-report,1.06-r2,2020-09-21
edge,samba-server,4.18.1-r0,2023-03-30
edge,perl-net-smtp-ssl-doc,1.04-r3,2022-12-31
edge,libarchive-static,3.6.2-r1,2022-12-12
edge,rtpproxy-tools,2.1.1-r1,2022-10-24
edge,ssh-getkey-ldap,0.1.2-r1,2022-08-06
edge,rsyslog-tls,8.2302.0-r1,2023-03-06
edge,heimdal-dev,7.8.0-r2,2023-02-09
edge,ifupdown-ng-iproute2,0.12.1-r1,2023-01-12
edge,perl-canary-stability-doc,2013-r1,2020-09-21
edge,font-ibm-type1-doc,1.0.4-r0,2023-02-28
edge,ruby-net-smtp,0.3.1-r0,2022-04-04
edge,nagios-plugins-disk,2.4.2-r0,2022-11-09
edge,perl-html-formatter-doc,2.16-r2,2020-09-21
edge,libisoburn-dev,1.5.4-r2,2021-10-16
edge,libunwind-dbg,1.6.2-r2,2022-12-16
edge,protobuf,3.21.12-r0,2022-12-15
edge,termrec-doc,0.19-r1,2022-10-24
edge,yaml-dev,0.2.5-r0,2020-06-02
edge,hylafaxplus-doc,7.0.7-r1,2023-02-10
edge,cups-lang,2.4.2-r4,2023-02-22
edge,perl-symbol-global-name,0.05-r4,2022-12-31
edge,kea-hook-bootp,2.2.0-r8,2023-03-12
edge,lzo,2.10-r3,2022-04-15
edge,perl-test-fork,0.02-r1,2021-04-04
edge,bubblewrap-zsh-completion,0.8.0-r0,2023-03-01
edge,perl-class-singleton-doc,1.6-r0,2020-12-02
edge,charybdis,4.1.2-r5,2022-08-02
edge,openldap-back-relay,2.6.4-r1,2023-04-04
edge,mtd-utils-misc,2.1.5-r0,2023-01-20
edge,openrc-doc,0.46-r3,2023-03-15
edge,fuse3,3.14.1-r0,2023-03-26
edge,syslog-ng-add-contextual-data,4.1.1-r0,2023-03-11
edge,darkhttpd-openrc,1.14-r0,2022-10-03
edge,lvm2-dmeventd,2.03.20-r2,2023-03-23
edge,perl-email-date-format,1.008-r0,2023-01-15
edge,keyutils-dev,1.6.3-r2,2023-02-19
edge,hwdata-usb,0.369-r0,2023-04-03
edge,llvm16,16.0.1-r0,2023-04-05
edge,smartmontools,7.3-r0,2022-03-03
edge,zfs,2.1.9-r0,2023-01-26
edge,spandsp3,0_git20201102-r2,2022-12-16
edge,ncftp-dev,3.2.6-r5,2022-10-24
edge,lm-sensors-detect,3.6.0-r4,2022-09-19
edge,icu-dev,72.1-r2,2023-02-11
edge,lvm2-extra,2.03.20-r2,2023-03-23
edge,nagios-plugins-procs,2.4.2-r0,2022-11-09
edge,sysklogd,1.5.1-r4,2023-02-07
edge,perl-mail-imapclient,3.43-r0,2021-02-17
edge,pciutils,3.9.0-r1,2023-02-26
edge,alpine-ipxe-ipxe_iso,1.20.1-r1,2020-11-26
edge,xen,4.17.0-r2,2023-02-21
edge,libbpf,1.1.0-r3,2023-03-17
edge,squid-lang-tr,5.7-r0,2022-10-14
edge,perl-unix-syslog,1.1-r17,2022-06-08
edge,tcpflow-doc,1.6.1-r9,2022-12-21
edge,dansguardian-openrc,2.12.0.3-r7,2023-01-22
edge,mawk,1.3.4-r5,2023-04-02
edge,acct-openrc,6.6.4-r1,2022-03-14
edge,libxi-dev,1.8-r0,2021-09-16
edge,avahi-compat-libdns_sd,0.8-r10,2023-04-08
edge,perl-devel-symdump,2.18-r3,2022-12-31
edge,lua5.1-dev,5.1.5-r11,2022-05-22
edge,fakeroot-doc,1.31-r0,2023-02-07
edge,zfs-openrc,2.1.9-r0,2023-01-26
edge,zfs-dev,2.1.9-r0,2023-01-26
edge,freeswitch-dev,1.10.8-r4,2023-02-11
edge,musl-dev,1.2.3_git20230322-r0,2023-04-11
edge,nghttp2-doc,1.52.0-r0,2023-02-14
edge,mosquitto-dev,2.0.15-r1,2022-11-18
edge,apparmor-profiles,3.1.3-r0,2023-03-01
edge,libunwind-dev,1.6.2-r2,2022-12-16
edge,fping,5.1-r1,2022-03-10
edge,lua5.2-dbi-sqlite3,0.7.2-r1,2021-01-14
edge,acf-jquery,0.4.3-r2,2021-02-06
edge,bearssl-libs,0.6-r3,2023-02-11
edge,mlmmj,1.3.0-r1,2022-08-06
edge,uwsgi-redislog,2.0.21-r1,2022-11-22
edge,linux-firmware-cnm,20230404-r0,2023-04-05
edge,kea-dhcp6,2.2.0-r8,2023-03-12
edge,json-c-dev,0.16-r2,2023-01-05
edge,libva-dev,2.18.0-r0,2023-03-28
edge,boost1.81,1.81.0-r1,2022-12-23
edge,gtk+3.0-lang,3.24.37-r0,2023-03-03
edge,dhcp-server-ldap,4.4.3_p1-r1,2022-10-30
edge,lua5.4-yaml,1.1.2-r5,2022-10-14
edge,eudev-doc,3.2.11-r7,2023-01-24
edge,hunspell-pt-doc,20201212-r1,2021-01-14
edge,aom-doc,3.6.0-r1,2023-03-12
edge,expect,5.45.4-r3,2022-10-14
edge,bdftopcf-doc,1.1.1-r1,2023-03-09
edge,openldap-lloadd,2.6.4-r1,2023-04-04
edge,openldap-overlay-lastbind,2.6.4-r1,2023-04-04
edge,libpng-utils,1.6.39-r2,2022-11-29
edge,lua-xctrl-doc,2015.04.10-r3,2022-04-13
edge,apache-mod-fcgid,2.3.9-r4,2022-03-16
edge,yx,1.0.0-r0,2022-02-22
edge,tmux-zsh-completion,5.9-r0,2022-07-03
edge,font-freefont-doc,20120503-r4,2023-01-31
edge,ncurses-dev,6.4_p20230401-r2,2023-04-09
edge,ngircd-doc,26.1-r3,2022-08-02
edge,perl-class-inspector,1.36-r2,2020-09-21
edge,valgrind-doc,3.20.0-r0,2022-10-28
edge,libsecret-lang,0.20.5-r1,2023-02-26
edge,ortp,5.2.12-r0,2023-01-16
edge,pgtcl,3.0.0-r0,2022-07-29
edge,uwsgi-echo,2.0.21-r1,2022-11-22
edge,libuv-static,1.44.2-r1,2023-02-26
edge,font-droid-nonlatin,20200215-r2,2022-10-08
edge,icu-doc,72.1-r2,2023-02-11
edge,kmod-libs,30-r2,2023-02-28
edge,perl-test-mocktime,0.17-r3,2022-12-31
edge,bcache-tools-doc,1.1-r2,2023-01-15
edge,c-ares,1.19.0-r1,2023-03-12
edge,squid-lang-pt,5.7-r0,2022-10-14
edge,boost1.81-url,1.81.0-r1,2022-12-23
edge,perl-datetime,1.59-r0,2022-10-24
edge,hwdata-dev,0.369-r0,2023-04-03
edge,freeradius-mssql,3.0.26-r1,2023-01-18
edge,libavif-dev,0.11.1-r0,2022-10-24
edge,udns-dev,0.4-r2,2022-08-06
edge,openjade-libs,1.3.2-r7,2022-10-14
edge,perl-carp,1.50-r1,2020-09-21
edge,libobjc,12.2.1_git20220924-r9,2023-02-04
edge,bctoolbox-dev,5.2.12-r0,2023-01-16
edge,djbdns,1.05-r49,2022-09-28
edge,pcre2-tools,10.42-r0,2022-12-12
edge,nano-doc,7.2-r0,2023-01-18
edge,perl-regexp-common-doc,2017060201-r3,2022-12-31
edge,dhcp-doc,4.4.3_p1-r1,2022-10-30
edge,amavis,2.12.2-r1,2022-03-15
edge,openvpn-ad-check,1.1-r3,2022-08-06
edge,iptables-doc,1.8.9-r0,2023-01-13
edge,perl-cgi,4.56-r0,2023-03-05
edge,arpwatch,3.3-r1,2023-01-14
edge,linux-firmware-amphion,20230404-r0,2023-04-05
edge,perl-file-temp,0.2311-r0,2020-10-03
edge,freeradius-checkrad,3.0.26-r1,2023-01-18
edge,perl-list-moreutils,0.430-r0,2020-10-21
edge,libidn,1.41-r1,2023-02-25
edge,man-pages,6.04-r1,2023-04-05
edge,libdnet-doc,1.16.4-r0,2023-04-08
edge,linux-firmware-ar3k,20230404-r0,2023-04-05
edge,iniparser-dev,4.1-r1,2022-08-06
edge,py3-libmount,2.38.1-r5,2023-02-22
edge,linux-lts,6.1.23-r0,2023-04-07
edge,perl-data-optlist,0.113-r0,2023-01-02
edge,docs,0.2-r6,2022-07-28
edge,libical,3.0.16-r1,2022-10-20
edge,bacula-openrc,13.0.2-r0,2023-03-24
edge,perl-module-util-doc,1.09-r4,2022-12-31
edge,lksctp-tools,1.0.19-r2,2023-03-08
edge,idn2-utils,2.3.4-r0,2022-10-24
edge,libks,1.8.2-r0,2023-03-09
edge,awstats-doc,7.9-r0,2023-01-18
edge,perl-parse-yapp-doc,1.21-r2,2022-10-24
edge,ifupdown-ng,0.12.1-r1,2023-01-12
edge,tcl,8.6.13-r0,2022-11-24
edge,libverto-libevent,0.3.2-r1,2022-07-26
edge,uwsgi-ugreen,2.0.21-r1,2022-11-22
edge,help2man-doc,1.49.3-r0,2022-12-16
edge,lua5.4-iconv,7-r2,2021-01-14
edge,nmap,7.93-r0,2022-09-02
edge,perl-extutils-cchecker-doc,0.11-r0,2021-07-15
edge,py3-wcag-contrast-ratio,0.9-r2,2023-02-27
edge,orc-dev,0.4.33-r0,2022-11-01
edge,perl-device-serialport,1.04-r16,2022-06-08
edge,lua5.1-lxc,3.0.2-r1,2021-01-18
edge,perl-convert-tnef-doc,0.18-r4,2021-02-27
edge,vim-common,9.0.1440-r0,2023-04-05
edge,gdl-lang,3.40.0-r1,2023-02-04
edge,perl-extutils-cchecker,0.11-r0,2021-07-15
edge,shorewall6-openrc,5.2.8-r0,2020-10-02
edge,gummiboot-doc,48.1-r2,2021-11-10
edge,mesa-osmesa,23.0.2-r1,2023-04-09
edge,flex,2.6.4-r4,2023-01-31
edge,lua-yaml,1.1.2-r5,2022-10-14
edge,akms-doc,0.2.0-r0,2021-11-13
edge,cracklib-doc,2.9.11-r0,2023-04-04
edge,libvorbis-dev,1.3.7-r0,2020-07-05
edge,ruby-dbg,3.1.4-r0,2023-03-31
edge,mdadm-misc,4.2-r1,2022-07-26
edge,mtd-utils-ubi,2.1.5-r0,2023-01-20
edge,gettext-tiny,0.3.2-r3,2022-11-09
edge,s6-rc-doc,0.5.4.1-r0,2023-02-23
edge,perl-text-soundex,3.05-r7,2022-12-31
edge,perl-list-allutils,0.19-r1,2022-12-31
edge,freeswitch-dbg,1.10.8-r4,2023-02-11
edge,linux-firmware-av7110,20230404-r0,2023-04-05
edge,libx11-static,1.8.4-r1,2023-02-26
edge,liblockfile-static,1.17-r2,2023-02-25
edge,monit-doc,5.33.0-r0,2023-02-12
edge,mesa-vulkan-ati,23.0.2-r1,2023-04-09
edge,libxext,1.3.5-r0,2022-10-29
edge,font-dejavu,2.37-r5,2023-03-19
edge,freetype,2.13.0-r2,2023-02-12
edge,sipcalc,1.1.6-r2,2022-10-24
edge,squark,0.6.1-r4,2022-10-24
edge,fail2ban-openrc,1.0.2-r1,2022-11-22
edge,font-isas-misc,1.0.4-r0,2023-02-28
edge,lua5.4-sql-postgres,2.6.0-r2,2022-11-11
edge,nsd-openrc,4.6.1-r0,2022-11-10
edge,mandoc-soelim,1.14.6-r6,2022-09-16
edge,dejagnu,1.6.2-r1,2022-08-06
edge,execline-doc,2.9.3.0-r0,2023-04-02
edge,installkernel,3.5-r3,2023-02-11
edge,musl-obstack-dev,1.2.3-r0,2022-03-29
edge,hylafaxplus-dbg,7.0.7-r1,2023-02-10
edge,ruby-rake-doc,13.0.6-r1,2022-04-04
edge,uwsgi-stats_pusher_file,2.0.21-r1,2022-11-22
edge,perl-metrics-any,0.09-r0,2022-12-01
edge,mkinitfs,3.7.0-r4,2023-03-29
edge,ncftp-bookmarks,3.2.6-r5,2022-10-24
edge,uwsgi-lua,2.0.21-r1,2022-11-22
edge,libcap-ng-dev,0.8.3-r2,2023-02-25
edge,nginx-mod-http-dav-ext,1.22.1-r0,2022-10-19
edge,lua-posix,36.1-r0,2023-02-02
edge,kamailio-kazoo,5.6.3-r2,2023-02-10
edge,perl-config-inifiles-doc,3.000003-r2,2022-12-31
edge,perl-sub-install-doc,0.929-r1,2023-01-01
edge,perl-dbd-sqlite-dev,1.72-r0,2022-11-07
edge,perl-mime-base64,3.16-r3,2022-06-08
edge,mesa-vulkan-layers,23.0.2-r1,2023-04-09
edge,gtk+3.0-dev,3.24.37-r0,2023-03-03
edge,libx11-dev,1.8.4-r1,2023-02-26
edge,lua5.2-doc,5.2.4-r11,2022-12-31
edge,bash-completion-doc,2.11-r5,2023-04-11
edge,xmlrpc-c-abyss,1.51.08-r1,2022-10-14
edge,krb5-server,1.20.1-r0,2022-11-19
edge,krb5-pkinit,1.20.1-r0,2022-11-19
edge,c-client,2007f-r14,2022-08-02
edge,perl-class-singleton,1.6-r0,2020-12-02
edge,lzo-dev,2.10-r3,2022-04-15
edge,apache2-utils,2.4.57-r0,2023-04-08
edge,s6-networking-static,2.5.1.3-r0,2023-02-17
edge,logrotate,3.21.0-r0,2022-12-14
edge,ifupdown,0.8.41-r0,2023-01-25
edge,libdrm,2.4.115-r0,2023-02-09
edge,perl-datetime-locale-doc,1.37-r0,2022-10-24
edge,perl-list-allutils-doc,0.19-r1,2022-12-31
edge,freeradius-mysql,3.0.26-r1,2023-01-18
edge,cgit-doc,1.2.3-r4,2023-01-20
edge,gengetopt-dev,2.23-r1,2022-08-06
edge,libart-lgpl-dev,2.3.21-r7,2022-08-06
edge,npth-dev,1.6-r2,2022-10-24
edge,protobuf-c-compiler,1.4.1-r1,2022-07-23
edge,perl-mail-imapclient-doc,3.43-r0,2021-02-17
edge,py3-sphinxcontrib-websupport,1.2.4-r5,2023-03-02
edge,acf-iptables,0.7.1-r4,2021-02-06
edge,perl-sub-exporter,0.989-r0,2023-01-02
edge,libestr-dev,0.1.11-r2,2022-08-06
edge,s6-rc-dev,0.5.4.1-r0,2023-02-23
edge,nginx-mod-http-vod,1.22.1-r0,2022-10-19
edge,opusfile-doc,0.12-r4,2023-03-05
edge,perl-test-harness,3.44-r1,2022-12-31
edge,perl-snmp-session,1.13-r4,2022-05-15
edge,libpanelw,6.4_p20230401-r2,2023-04-09
edge,lua5.3-lxc,3.0.2-r1,2021-01-18
edge,udev-init-scripts-openrc,35-r1,2022-09-04
edge,boost1.81-stacktrace_noop,1.81.0-r1,2022-12-23
edge,kamailio-mqtt,5.6.3-r2,2023-02-10
edge,spamassassin,3.4.6-r4,2022-10-24
edge,mysql-bench,10.11.2-r4,2023-02-19
edge,graphviz-doc,8.0.2-r0,2023-04-11
edge,font-bh-100dpi,1.0.4-r0,2023-02-28
edge,krb5-server-openrc,1.20.1-r0,2022-11-19
edge,llvm14-static,14.0.6-r12,2023-03-21
edge,perl-parallel-forkmanager-doc,2.02-r4,2022-12-31
edge,apache-mod-auth-radius,1.6.0-r2,2023-01-14
edge,perl-utils,5.36.0-r1,2023-04-11
edge,open-lldp-doc,1.1-r0,2023-01-07
edge,patchelf,0.17.2-r0,2023-01-10
edge,mpc1-dev,1.3.1-r0,2022-12-17
edge,alpine-baselayout,3.4.0-r0,2022-11-04
edge,yash-doc,2.54-r0,2023-03-08
edge,libsamplerate,0.2.2-r1,2023-02-26
edge,libmd-dev,1.0.4-r1,2023-02-26
edge,iso-codes-lang,4.13.0-r0,2023-03-01
edge,perl-config-inifiles,3.000003-r2,2022-12-31
edge,perl-file-tail,1.3-r4,2022-12-31
edge,kmod,30-r2,2023-02-28
edge,s6-linux-init-dev,1.1.1.0-r0,2023-04-02
edge,perl-carp-clan,6.08-r1,2020-09-21
edge,perl-file-remove-doc,1.61-r0,2022-06-15
edge,ca-certificates-doc,20230106-r0,2023-01-08
edge,libpcre16,8.45-r2,2022-01-29
edge,lua5.3-cjson,2.1.0-r10,2021-01-14
edge,perl-x10-doc,0.04-r5,2022-10-24
edge,perl-inc-latest,0.500-r1,2021-04-04
edge,tdb-doc,1.4.8-r0,2023-01-28
edge,mpdecimal,2.5.1-r1,2021-02-11
edge,nmap-doc,7.93-r0,2022-09-02
edge,libev-doc,4.33-r0,2020-03-19
edge,py3-xmlschema,2.2.2-r0,2023-03-26
edge,snort-openrc,2.9.20-r0,2022-10-14
edge,libprotobuf-lite,3.21.12-r0,2022-12-15
edge,lua-discount-doc,1.2.10.1-r7,2022-10-25
edge,font-mutt-misc,1.0.4-r0,2023-02-28
edge,mandoc-apropos,1.14.6-r6,2022-09-16
edge,apparmor,3.1.3-r0,2023-03-01
edge,dmidecode,3.5-r0,2023-03-15
edge,postgresql14-dev,14.7-r1,2023-03-12
edge,lddtreepax,1.3.7-r0,2023-01-27
edge,lua5.3-ossl,20220711-r0,2022-10-19
edge,aconf-doc,0.8.1-r2,2022-10-24
edge,rrdcollect,0.2.10-r3,2022-10-14
edge,sysfsutils-static,2.1.1-r1,2022-10-24
edge,lua5.3-mqtt-publish,0.4-r0,2022-10-21
edge,py3-cparser,2.21-r1,2022-11-22
edge,wayland-libs-cursor,1.22.0-r0,2023-04-04
edge,perl-http-date-doc,6.05-r1,2020-09-21
edge,lua-asn1,2.2.0-r1,2022-08-06
edge,perl-test-requiresinternet-doc,0.05-r3,2020-09-21
edge,lmdb-tools,0.9.30-r1,2023-03-07
edge,liburing,2.3-r1,2023-02-26
edge,mkinitfs-doc,3.7.0-r4,2023-03-29
edge,perl-http-daemon-doc,6.16-r0,2023-02-25
edge,freeradius-dhcp,3.0.26-r1,2023-01-18
edge,mtd-utils-nor,2.1.5-r0,2023-01-20
edge,perl-carp-clan-doc,6.08-r1,2020-09-21
edge,openldap-back-null,2.6.4-r1,2023-04-04
edge,command-not-found,0.3-r1,2022-08-06
edge,alsaconf,1.2.8-r0,2022-10-30
edge,libotr,4.1.1-r4,2023-02-26
edge,perl-stream-buffered-doc,0.03-r3,2022-12-31
edge,libxcb-static,1.15-r0,2022-05-10
